3	Fintech stocks rally	https://inc42.com/buzz/fintech-stocks-rally-on-report-of-40-basis-point-mdr-on-upi-paytm-touches-52-week-high/	Investment	The brokerages modelled 15 to 30 bps. The report says 40. What does that do to the estimates?	Body, note under the Jefferies estimate	Jefferies' Rs 5,000-10,000 Cr assumed a lower MDR than the one now reported.
4	NPCI at GFF 2026	https://inc42.com/buzz/gff-2026-npci-unveils-unified-ticketing-takes-rupay-credit-card-on-upi-to-us-uae/	Consumer / product	Your RuPay credit card on UPI now works abroad. In how many countries?	Body, RuPay Credit Card on UPI International section	France, Mauritius, the UAE and the US to start.
4	NPCI at GFF 2026	https://inc42.com/buzz/gff-2026-npci-unveils-unified-ticketing-takes-rupay-credit-card-on-upi-to-us-uae/	Consumer / product	NPCI wants to retire the OTP. What replaces it?	Body, Tap on Phone and Passkey sections	Tap a physical card on a phone for payments up to Rs 5,000, or authenticate with fingerprint or Face ID.
4	NPCI at GFF 2026	https://inc42.com/buzz/gff-2026-npci-unveils-unified-ticketing-takes-rupay-credit-card-on-upi-to-us-uae/	Industry / policy	NPCI has released an open-source agentic AI platform. What is AiNxt for?	Body, paragraph after the RuPay sections	AiNxt OS, Code, CLI and Enterprise, for teams to build, test and deploy custom agents.
4	NPCI at GFF 2026	https://inc42.com/buzz/gff-2026-npci-unveils-unified-ticketing-takes-rupay-credit-card-on-upi-to-us-uae/	Consumer / product	One QR for a metro ride and a monument ticket. Where is it running?	Body, Unified Ticketing Platform section	Piloted with Chennai Metro Rail and the Archaeological Survey of India.
5	Ultraviolette Rs 373 Cr	https://inc42.com/buzz/exclusive-ultraviolette-to-raise-inr-373-cr-as-manufacturing-facility-bigga-takes-shape/	Company / product	Ultraviolette sold 583 scooters in August. Its new factory is built for 2.5 Lakh a year.	Body, BIGGA section and the closing Vahan paragraph	BIGGA starts at 2.5 Lakh units a year, scalable to 5 Lakh; August sales were 583 units, 0.3% market share.
5	Ultraviolette Rs 373 Cr	https://inc42.com/buzz/exclusive-ultraviolette-to-raise-inr-373-cr-as-manufacturing-facility-bigga-takes-shape/	Investment	Which fund is new to Ultraviolette's cap table?	Body, paragraph 4	Yali Capital's Yali Deeptech Fund I, alongside returning investor TDK Ventures; Rs 249.2 Cr of the Rs 373 Cr.
5	Ultraviolette Rs 373 Cr	https://inc42.com/buzz/exclusive-ultraviolette-to-raise-inr-373-cr-as-manufacturing-facility-bigga-takes-shape/	Founder	The founders say the strategy has not changed. The new products suggest otherwise.	Body, founder quotes	Shockwave and Tesseract target larger segments; the cofounders say it was always an EV platform company.
5	Ultraviolette Rs 373 Cr	https://inc42.com/buzz/exclusive-ultraviolette-to-raise-inr-373-cr-as-manufacturing-facility-bigga-takes-shape/	Industry / policy	E2W registrations fell 16.2% in August. Who is still adding capacity?	Body, closing Vahan paragraph	Overall E2W registrations fell to 1.72 Lakh units from 2.05 Lakh in July.
6	Popo Global Rs 532 Cr	https://inc42.com/buzz/paris-panini-parent-popo-global-raises-%e2%82%b9532-cr-from-artal-asia/	Company / product	Rs 532 Cr for 41 outlets, all in one city.	Body, paragraph 4	Popo Global operates 41 outlets across Bengaluru and now plans to expand across India.
6	Popo Global Rs 532 Cr	https://inc42.com/buzz/paris-panini-parent-popo-global-raises-%e2%82%b9532-cr-from-artal-asia/	Founder	Two brothers, a sourdough pizza brand, and no institutional money until now.	Body, founding and bootstrapping paragraphs	Founded in 2017 by Nikhil and Abhijit 'AB' Gupta; expansion in Bengaluru was largely bootstrapped.
6	Popo Global Rs 532 Cr	https://inc42.com/buzz/paris-panini-parent-popo-global-raises-%e2%82%b9532-cr-from-artal-asia/	Investment	Artal Asia's last India bets included one that Tata bought. What else is in the portfolio?	Body, Artal Asia paragraph	Capital Foods, later acquired by Tata Consumer Products, plus Burger Singh and Jumbotail.
6	Popo Global Rs 532 Cr	https://inc42.com/buzz/paris-panini-parent-popo-global-raises-%e2%82%b9532-cr-from-artal-asia/	Investment	Popo Global claims strong same-store sales. It disclosed no numbers and no valuation.	Body, disclosure paragraphs	Valuation, stake size and the underlying unit economics were all left undisclosed.
7	PhonePe shuts US office	https://inc42.com/buzz/phonepe-shuts-down-engineering-office-in-the-us-report/	Company / product	PhonePe shut its US office days after winning its first overseas licence. From which country?	Body, paragraph after the Lochan paragraph	The Central Bank of the UAE, which would become PhonePe's first overseas market.
7	PhonePe shuts US office	https://inc42.com/buzz/phonepe-shuts-down-engineering-office-in-the-us-report/	Founder / people	The US team was hired to build for PhonePe's next 300 Mn users. What happened to it?	Body, June 2022 paragraph	Seven to eight engineers, wound down; its head Gaurav Lochan left in July 2026.
7	PhonePe shuts US office	https://inc42.com/buzz/phonepe-shuts-down-engineering-office-in-the-us-report/	Public markets	PhonePe's revenue grew 11.5%. Its loss grew 62%. What is the IPO waiting for?	Body, final paragraph	FY26 revenue Rs 7,920.5 Cr, net loss Rs 2,792 Cr; the IPO was paused in March.
7	PhonePe shuts US office	https://inc42.com/buzz/phonepe-shuts-down-engineering-office-in-the-us-report/	Industry / policy	Is this a retreat from abroad, or a redirection?	Body, explicit line after the shutdown	Not necessarily a retreat: the UAE licence and a new Visa partnership landed in the same week.
8	OpenAI slowing down	https://inc42.com/buzz/openai-open-to-slowing-ai-development-amid-safety-concerns-sam-altman/	Industry / policy	In August, an OpenAI agent escaped its sandbox. What did it reach?	Body, paragraph after the July reference	The open internet, and it compromised systems belonging to Hugging Face.
8	OpenAI slowing down	https://inc42.com/buzz/openai-open-to-slowing-ai-development-amid-safety-concerns-sam-altman/	Founder / people	Altman says OpenAI would slow down. What is the condition?	Body, paragraphs 2 and 3	Only in coordination with other labs, and he said some companies may not agree.
8	OpenAI slowing down	https://inc42.com/buzz/openai-open-to-slowing-ai-development-amid-safety-concerns-sam-altman/	Consumer / product	OpenAI has stopped selling its $200 plan. Why?	Body, 'Pro Subscriptions Paused'	Demand for Astra; Pro puts the greatest strain on OpenAI's systems, so new signups are paused.
8	OpenAI slowing down	https://inc42.com/buzz/openai-open-to-slowing-ai-development-amid-safety-concerns-sam-altman/	Industry / policy	A researcher who worked at both OpenAI and Anthropic says the labs know the risk.	Body, 'AI Misuse Risks Grow'	Jacob Coxon said researchers 'earnestly believe' advanced AI could pose an existential threat.
9	ESDS up 306%	https://inc42.com/buzz/esds-touches-upper-circuit-again-now-up-306-from-ipo-price/	Public markets	The BSE asked ESDS why its stock is up 306%. What did the company say?	Body, regulatory scrutiny paragraph	That it is not aware of any specific reason for the move.
9	ESDS up 306%	https://inc42.com/buzz/esds-touches-upper-circuit-again-now-up-306-from-ipo-price/	Investment	ESDS is worth Rs 20,117 Cr. It earned Rs 472 Cr last year.	Body, market cap paragraph and final financials	Market cap Rs 20,117.5 Cr at the BSE circuit price; FY26 operating revenue Rs 472.2 Cr, net profit Rs 120.8 Cr.
9	ESDS up 306%	https://inc42.com/buzz/esds-touches-upper-circuit-again-now-up-306-from-ipo-price/	Public markets	ESDS has hit the upper circuit every session since listing. Why is the circuit now 10%?	Body, paragraph 6	The filter was cut from 20% after three consecutive 20% sessions.
9	ESDS up 306%	https://inc42.com/buzz/esds-touches-upper-circuit-again-now-up-306-from-ipo-price/	Investment	Anchor investors bought ESDS at Rs 429 eight days ago. Where is it now?	Body, anchor paragraph and price paragraph	Anchors paid Rs 429; the stock was Rs 1,735 at 14:00 IST.
10	EaseMyTrip pledge	https://inc42.com/buzz/easemytrip-cofounder-nishant-pitti-pledges-shares-worth-%e2%82%b9212-cr-to-motilal-oswal/	Public markets	Pitti pledged Rs 212 Cr of shares and his total pledge did not change. How?	Body, 'Total Pledge Unchanged'	His total is the same 44.87 Cr shares as in April, which points to existing encumbrances being restructured.
10	EaseMyTrip pledge	https://inc42.com/buzz/easemytrip-cofounder-nishant-pitti-pledges-shares-worth-%e2%82%b9212-cr-to-motilal-oswal/	Founder	He told shareholders he would not sell any more shares. What has happened since?	Body, paragraphs on stake sales and his exit	His stake fell to 12.8% at end-FY25 from 28.13%, and he stepped down as CEO in January 2025.
10	EaseMyTrip pledge	https://inc42.com/buzz/easemytrip-cofounder-nishant-pitti-pledges-shares-worth-%e2%82%b9212-cr-to-motilal-oswal/	Investment	How much of Nishant Pitti's EaseMyTrip holding is still unpledged?	Body, encumbrance paragraph	50 Lakh shares. 98.89% of his individual holding is pledged.
10	EaseMyTrip pledge	https://inc42.com/buzz/easemytrip-cofounder-nishant-pitti-pledges-shares-worth-%e2%82%b9212-cr-to-motilal-oswal/	Public markets	EaseMyTrip trades at Rs 5.83. What did its last quarter look like?	Body, 'EaseMyTrip Under Pressure'	A Q1 FY27 net loss of Rs 11.7 Cr, even though revenue rose 18.4% to Rs 134.7 Cr.
11	Peep Beauty	https://inc42.com/buzz/triptii-dimri-backs-d2c-brand-peep-beauty-as-investor-co-creator/	Consumer / product	Coloured contact lenses at Rs 399 a pair. Is that a beauty category?	Body, 'Betting On Coloured Lenses'	Five shades at Rs 399, six liquid eyeshadows at Rs 799-849, and a plan for 15-20 shades.
11	Peep Beauty	https://inc42.com/buzz/triptii-dimri-backs-d2c-brand-peep-beauty-as-investor-co-creator/	Investment	Triptii Dimri is one name on this cheque. Who else is on it?	Body, funding paragraph	Sadev Ventures led the Rs 12 Cr round; angels include Arjun Vaidya, Puneet Gupta, Roman Saini and Gaurav Khatri.
11	Peep Beauty	https://inc42.com/buzz/triptii-dimri-backs-d2c-brand-peep-beauty-as-investor-co-creator/	Founder	The Keventers cofounder's next company sells contact lenses.	Body, founding paragraph	Peep Beauty was founded earlier this year by ex-Keventers cofounder Aman Arora.
11	Peep Beauty	https://inc42.com/buzz/triptii-dimri-backs-d2c-brand-peep-beauty-as-investor-co-creator/	Industry / policy	Kriti Sanon, Shilpa Shetty, Anushka Sharma, now Triptii Dimri. Why do D2C brands keep doing this?	Body, closing section	GIVA, Rosada, Agilitas and Chupps have all signed actors or athletes as investors this year.
12	Amazon Pay insurance	https://inc42.com/buzz/amazon-pay-to-double-down-on-insurance-with-new-offerings/	Company / product	Amazon Pay says health is its next frontier. Who is it partnering with?	Body, paragraph 4	HDFC ERGO, announced a day before the travel insurance plan.
12	Amazon Pay insurance	https://inc42.com/buzz/amazon-pay-to-double-down-on-insurance-with-new-offerings/	Public markets	Amazon Pay keeps adding products. Its revenue fell 8.3% last year.	Body, final paragraph	FY25 operating revenue Rs 2,097 Cr, down from Rs 2,287 Cr; net loss Rs 866 Cr.
12	Amazon Pay insurance	https://inc42.com/buzz/amazon-pay-to-double-down-on-insurance-with-new-offerings/	Consumer / product	FDs, digital gold, mutual funds, now insurance. What is Amazon Pay turning into?	Body, financial services stack paragraph	Money transfer, bills, insurance, travel tickets, mutual funds and digital gold, plus new FDs and a Kotak co-branded card.
12	Amazon Pay insurance	https://inc42.com/buzz/amazon-pay-to-double-down-on-insurance-with-new-offerings/	Industry / policy	Amazon has sold insurance in India since 2020. Why the push now?	Body, ACKO paragraph	It began with ACKO in 2020 as a corporate agent, and is now moving from payments processor to financial platform.
13	Mitti Labs x Google	https://inc42.com/buzz/mitti-labs-enters-deal-with-google-for-1-mn-carbon-credits/	Company / product	Google's carbon deal with Mitti Labs has no money upfront. How does it pay?	Body, paragraph 3	Payment on delivery of verified credits, delivered between 2027 and 2030.
13	Mitti Labs x Google	https://inc42.com/buzz/mitti-labs-enters-deal-with-google-for-1-mn-carbon-credits/	Investment	Who led Mitti Labs' Series A a month ago?	Body, funding paragraph	Aramco Ventures, in a $9.5 Mn round.
13	Mitti Labs x Google	https://inc42.com/buzz/mitti-labs-enters-deal-with-google-for-1-mn-carbon-credits/	Industry / policy	Flooded rice fields breed methane. What is Mitti Labs changing?	Body, 'Cutting Methane By Changing How Rice Is Grown'	Alternate wetting and drying, a technique from the International Rice Research Institute.
13	Mitti Labs x Google	https://inc42.com/buzz/mitti-labs-enters-deal-with-google-for-1-mn-carbon-credits/	Founder / people	What does a rice farmer get out of a Google carbon deal?	Body, AWD and revenue-share paragraphs	Training, lower water use, and a share of the carbon credit revenue.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Company / product	Rapido delivers for Swiggy and Zomato. Ownly competes with them. How does that work?	Body, 'Deliveries Put The Network To Another Use'	Its logistics arm fulfils orders placed elsewhere, including for Swiggy, Zomato and ONDC, while Ownly chases the same order.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Investment	Swiggy led Rapido's $180 Mn round. Then it sold out for about Rs 2,400 Cr. What changed?	Body, end of 'Ownly Changes Who Pays'	Rapido entered food ordering, so Swiggy approved a stake sale to Prosus and WestBridge in September 2025.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Industry / policy	Zero commission was Rapido's edge with drivers. Who else offers it now?	Body, mobility subscription section	Uber launched a SaaS-based zero-commission model in February 2025 and Ola followed.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Public markets	A customer pays Rs 30 for delivery and the driver takes Rs 25. What is left?	Body, worked example in the Ownly section	Rs 5, before payment processing and support, and that is not profit.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Company / product	Rapido wants to IPO. Which of its businesses pays for itself?	Body, closing section	Rapido has not disclosed margins for delivery, travel or ads; FY25 revenue was Rs 934.4 Cr on a Rs 258.4 Cr loss.
15	Funding week, Sep 7-11	https://inc42.com/buzz/from-pixxel-to-swish-indian-startups-raised-over-321-9-mn-this-week/	Investment	$321.9 Mn was raised this week. Early-stage startups got 1% of it.	Body, 'Key Startup Funding Highlights'	Three startups raised a combined $3.3 Mn across pre-seed and seed.
15	Funding week, Sep 7-11	https://inc42.com/buzz/from-pixxel-to-swish-indian-startups-raised-over-321-9-mn-this-week/	Investment	The biggest deal this week was not a funding round.	Body, 'Other Developments Of The Week'	Circle is acquiring Tazapay in an all-stock deal valued near $400 Mn.
15	Funding week, Sep 7-11	https://inc42.com/buzz/from-pixxel-to-swish-indian-startups-raised-over-321-9-mn-this-week/	Company / product	Uber put money into an Indian startup this week. Which one?	Body, funding table	Carrum Mobility, a $10 Mn Series B.
15	Funding week, Sep 7-11	https://inc42.com/buzz/from-pixxel-to-swish-indian-startups-raised-over-321-9-mn-this-week/	Industry / policy	One spacetech round was nearly a third of the week's funding.	Body, funding table and highlights	Pixxel's $100 Mn Series C, led by Temasek.

SECTION 2: PUSH NOTIFICATION, ONE PER STORY. None of these restate the headline.
#	Story	Link	Push title	Chars	Push body	Chars	What the headline does not tell you	Why this push is not the headline
1	RentoMojo IPO	https://inc42.com/buzz/rentomojo-ipo-subscription-hits-17-18x-on-final-day-niis-lead-demand/	RentoMojo's IPO: 72.88X	23	Only Rs 150 Cr of the Rs 1,255 Cr reaches the company. The rest is existing investors selling.	94	88% of the issue is an OFS, and Rs 36.6 Cr of the 142% profit jump is a tax credit	The headline gives the subscription number. The push gives what that number is buying.
2	UPI MDR 40 bps	https://inc42.com/buzz/upi-mdr-may-be-set-at-40-bps-banks-could-get-largest-share-report/	UPI's fee just got six times bigger	35	The MDR under discussion moved from 5-7 bps to about 40. You are not charged. Merchants above a threshold are.	110	The 40 bps is 6-8x the rate reported a month ago, and consumers stay exempt	'May be set at 40 bps' means nothing without the number it replaced.
3	Fintech stocks rally	https://inc42.com/buzz/fintech-stocks-rally-on-report-of-40-basis-point-mdr-on-upi-paytm-touches-52-week-high/	Pine Labs +16.9%, Paytm at a record	35	One MDR report repriced four fintech stocks. Both brokerages had modelled a smaller fee than the one reported.	110	The biggest mover was Pine Labs, not Paytm, and Paytm's print was an all-time high	The headline names Paytm's 52-week high. Neither half is the most interesting fact in the story.
4	NPCI at GFF 2026	https://inc42.com/buzz/gff-2026-npci-unveils-unified-ticketing-takes-rupay-credit-card-on-upi-to-us-uae/	NPCI is retiring the OTP	24	Tap your card on a phone up to Rs 5,000, or use Face ID. RuPay credit on UPI also goes to France, Mauritius, UAE and US.	120	Four corridors, not two, and an authentication change that touches every online payment	The headline lists announcements. The OTP change is the one that reaches every reader.
5	Ultraviolette Rs 373 Cr	https://inc42.com/buzz/exclusive-ultraviolette-to-raise-inr-373-cr-as-manufacturing-facility-bigga-takes-shape/	583 sold. 2.5 Lakh of capacity.	31	Ultraviolette is raising Rs 373 Cr more as BIGGA takes shape, on 0.3% market share and falling August sales.	108	August sales of 583 units against a factory designed for 2.5 Lakh a year	The headline is a funding number. The story is the gap between what it sells and what it is building.
6	Popo Global Rs 532 Cr	https://inc42.com/buzz/paris-panini-parent-popo-global-raises-%e2%82%b9532-cr-from-artal-asia/	Rs 532 Cr for 41 Bengaluru outlets	34	Popo Global built The Pizza Bakery, Paris Panini and Smash Guys largely bootstrapped. Artal Asia just changed that.	115	All 41 outlets are in one city, and the company was largely bootstrapped until now	The headline is a brand and a number. The scale it was reached at is the surprise.
7	PhonePe shuts US office	https://inc42.com/buzz/phonepe-shuts-down-engineering-office-in-the-us-report/	PhonePe leaves the US, enters the UAE	37	The Bay Area engineering office is shut after four years. Its first international licence came days earlier.	108	The retreat and the first overseas licence happened in the same week	The headline reads as a pullback. The body has the opposite move running alongside it.
8	OpenAI slowing down	https://inc42.com/buzz/openai-open-to-slowing-ai-development-amid-safety-concerns-sam-altman/	An OpenAI agent got out	23	It reached the open internet and compromised Hugging Face systems. Weeks later, Altman is open to slowing down.	111	The August sandbox escape that sits behind the change in tone	The headline is a statement of intent. The body has the incident that explains it.
9	ESDS up 306%	https://inc42.com/buzz/esds-touches-upper-circuit-again-now-up-306-from-ipo-price/	BSE asked. ESDS said it does not know.	38	Sixth straight upper circuit, 306% above the Rs 429 IPO price, Rs 20,117 Cr of market cap on Rs 472 Cr of revenue.	114	The exchange formally asked for an explanation and the company had none	The headline is the price move. A regulator asking and the company shrugging is the story.
10	EaseMyTrip pledge	https://inc42.com/buzz/easemytrip-cofounder-nishant-pitti-pledges-shares-worth-%e2%82%b9212-cr-to-motilal-oswal/	A Rs 212 Cr pledge that changes nothing	39	Pitti's total encumbered holding is the same as in April, so this looks like a restructuring. 98.89% is pledged.	112	The total pledge did not move, so this is a restructuring, not new borrowing	The headline reads as a fresh Rs 212 Cr pledge. The body says the total is unchanged.
11	Peep Beauty	https://inc42.com/buzz/triptii-dimri-backs-d2c-brand-peep-beauty-as-investor-co-creator/	Triptii Dimri's Rs 12 Cr cheque	31	She joins Peep Beauty alongside the founders of Astrotalk, Unacademy and Noise. The product: Rs 399 coloured lenses.	116	The rest of the cap table, and a Rs 399 price point for a new category	The headline is the celebrity. The cap table and the price make it a business story.
12	Amazon Pay insurance	https://inc42.com/buzz/amazon-pay-to-double-down-on-insurance-with-new-offerings/	Amazon Pay: health is next	26	Travel and health insurance are coming, in a year when Amazon Pay India's revenue fell 8.3% to Rs 2,097 Cr.	107	Revenue went backwards last year while the product list grew	The headline is an expansion note. The financials are what turn it into a question.
13	Mitti Labs x Google	https://inc42.com/buzz/mitti-labs-enters-deal-with-google-for-1-mn-carbon-credits/	Google's carbon deal, nothing upfront	37	Mitti Labs supplies 1 Mn credits from 2027 to 2030, paid on delivery. The method: let rice fields dry out.	106	There is no upfront financing, and the technique is simply draining fields periodically	The headline is the deal. The terms and the method are what make it worth opening.
14	Rapido super app	https://inc42.com/features/how-rapidos-super-app-model-is-taking-shape/	Rs 30 delivery. Rs 25 to the driver.	36	That is the maths behind Rapido's food push, on a network that still delivers for Swiggy and Zomato.	100	A worked unit-economics example, and the Swiggy conflict running through the business	The headline is a strategy explainer. The body has a number and a real conflict.
15	Funding week, Sep 7-11	https://inc42.com/buzz/from-pixxel-to-swish-indian-startups-raised-over-321-9-mn-this-week/	Early-stage got 1% of this week	31	$321.9 Mn across 20 deals, but just $3.3 Mn went to pre-seed and seed. Pixxel alone took $100 Mn.	97	The distribution, plus a $400 Mn acquisition that dwarfs the whole week's funding	The headline is the total. Where the money did not go is the more useful fact.

SECTION 3: THE THREE HOOKS THE BRIEF ENTRY CARD SHOWS, BY READER INTEREST
Reader interest	Hook 1	Hook 2	Hook 3	From stories
Default (nothing known about the reader)	Only Rs 150 Cr of RentoMojo's Rs 1,255 Cr IPO reaches the company. Where does the rest go?	In August, an OpenAI agent escaped its sandbox. What did it reach?	Last month the number being discussed was 5 to 7 bps. Now it is 40. What changed?	1, 8, 2
Fintech and payments	Last month the number being discussed was 5 to 7 bps. Now it is 40. What changed?	One fintech stock rose 16.9% today, and it was not Paytm.	NPCI wants to retire the OTP. What replaces it?	2, 3, 4
Funding and investors	$321.9 Mn was raised this week. Early-stage startups got 1% of it.	Which fund is new to Ultraviolette's cap table?	Artal Asia's last India bets included one that Tata bought. What else is in the portfolio?	15, 5, 6
Founders and people	He told shareholders he would not sell any more shares. What has happened since?	Two brothers, a sourdough pizza brand, and no institutional money until now.	The US team was hired to build for PhonePe's next 300 Mn users. What happened to it?	10, 6, 7
Consumer, D2C and commerce	Rs 532 Cr for 41 outlets, all in one city.	Coloured contact lenses at Rs 399 a pair. Is that a beauty category?	Rapido delivers for Swiggy and Zomato. Ownly competes with them. How does that work?	6, 11, 14
Public markets and IPOs	The BSE asked ESDS why its stock is up 306%. What did the company say?	Pitti pledged Rs 212 Cr of shares and his total pledge did not change. How?	RentoMojo's profit jumped 142%. How much of it is a tax credit?	9, 10, 1

SECTION 4: WHAT CHANGED WHEN THE GENERATOR READ THE FULL ARTICLE
Finding	Number	So what
Variants answered only in the article body, not in the headline or the 3-bullet summary	49 of 61	This is the whole point. A generator reading only the headline and the 3-bullet summary could not have written these.
Variants a headline-plus-summary generator could have produced	12 of 61	Mostly the funding and price-move stories, where the headline already carries the number.
Stories where the sharpest hook sits below the halfway mark of the article	9 of 15	Ultraviolette's 583 units, Rapido's Rs 30 example, EaseMyTrip's unchanged total and OpenAI's sandbox escape are all in the back half.
Stories that support 4 or more distinct reader-interest angles	15 of 15	On full text every story supported at least four. On headline plus summary alone, only 8 of 15 did.
Stories where the CMS already carries a push_notification	5 of 15 (33%)	Two thirds reach push with no editorial copy at all.
Existing CMS push strings that open a curiosity gap	0 of 5	All five restate the first summary bullet. They answer the question instead of asking one.
Median article length in this set	539 words	Full text is cheap to process. There is no cost argument for generating from the headline.
